Consumo_T,Aula Medios,Cubiculos,Direccion 1,Direccion 2,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2,L3,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred
1.2427,0.0145,0.0,0.0235,0.027,0.1679,0.1108,0.0077,0.0111,0.2161,0.4481,0.216,0.014073999999999982,0.0,0.023037000000000016,0.026627000000000005,0.2259279999999997,0.1101409999999999,0.007043000000000002,0.010898000000000003
1.4564,0.0145,0.0,0.0235,0.0269,0.3818,0.1106,0.0079,0.0114,0.216,0.4477,0.2161,0.013702999999999996,0.0,0.022456999999999998,0.2109809999999999,0.2825100000000002,0.10818,0.005741000000000007,0.010622000000000003
1.3206,0.0135,0.0,0.0236,0.027,0.3926,0.1107,0.0053,0.0115,0.2165,0.3045,0.2154,0.01274366666666666,0.0,0.02285053333333334,0.026340466666666673,0.32590013333333345,0.10852839999999989,0.005001433333333338,0.011163133333333328
1.0694,0.0119,0.0,0.0238,0.0268,0.3857,0.1104,0.0028,0.0122,0.2172,0.0633,0.2153,0.01166600000000001,0.0,0.023508000000000008,0.026572000000000012,0.4151279999999998,0.11029600000000013,0.002866000000000001,0.011744999999999997
1.019,0.012,0.0,0.0234,0.027,0.3353,0.1107,0.0028,0.0119,0.2173,0.0634,0.2152,0.010315833333333344,0.0,0.02262833333333333,0.02606316666666669,0.2939518333333333,0.10768541666666652,0.0026890833333333337,0.01072783333333333
0.9831,0.0114,0.0,0.0234,0.0268,0.302,0.1106,0.0016,0.0116,0.2171,0.0632,0.2154,0.012072683333333329,0.0,0.023459316666666702,0.02668004999999997,0.17378041666666658,0.10899861666666653,0.002992483333333334,0.01147746666666666
0.9746,0.0116,0.0,0.0233,0.0269,0.2915,0.1106,0.0025,0.0119,0.2175,0.0634,0.2154,0.011772000000000019,0.0,0.023285000000000014,0.026808666666666633,0.29322466666666613,0.10997633333333322,0.002053666666666668,0.011729333333333347
0.901,0.0107,0.0,0.0236,0.0269,0.2195,0.1107,0.0025,0.0106,0.2181,0.0636,0.2148,0.010933400000000006,0.0,0.023373033333333355,0.026652399999999975,0.23402926666666674,0.10982379999999983,0.0026567000000000006,0.010743966666666677
0.8551,0.0122,0.0,0.0234,0.027,0.1723,0.1111,0.0023,0.0106,0.2171,0.0635,0.2156,0.011968999999999999,0.0,0.023347000000000024,0.026819999999999997,0.181902,0.11085200000000023,0.002882,0.010845000000000014
0.8542,0.012,0.0,0.0237,0.0272,0.1677,0.111,0.0041,0.0113,0.2181,0.0634,0.2157,0.012064935714285714,0.0,0.023509000000000013,0.026946354761904726,0.18356564047619056,0.11048329047619056,0.002634869047619045,0.011024709523809526
0.8754,0.0117,0.0,0.0234,0.0271,0.1658,0.1112,0.0025,0.0112,0.2432,0.0634,0.2159,0.011811690512265511,0.0,0.02306005079365079,0.026403537626262623,0.22206603427128443,0.10932452911255412,0.0026920984487734494,0.010929955627705627
0.9612,0.0125,0.0,0.0237,0.0271,0.1655,0.1109,0.0009,0.0107,0.3312,0.0634,0.2153,0.012163499999999994,0.0,0.023248500000000016,0.026759500000000006,0.2838505000000001,0.11012700000000011,0.0028064999999999974,0.011531000000000007
0.9394,0.0113,0.0,0.0236,0.0268,0.1654,0.111,0.0018,0.0111,0.3096,0.0636,0.2152,0.011294392857142859,0.0,0.023379428571428586,0.026647464285714285,0.19572575,0.11017046428571434,0.0021407499999999986,0.01116592857142858
0.9357,0.0123,0.0,0.0237,0.0269,0.1647,0.1109,0.0021,0.0117,0.305,0.0636,0.2148,0.012016635714285701,0.0,0.023311873809523816,0.026590440476190455,0.2087354261904761,0.10959767142857153,0.0024087380952380923,0.011284916666666677
0.9332,0.0119,0.0,0.0236,0.0269,0.1643,0.1108,0.0018,0.0112,0.3043,0.0637,0.2147,0.011084342857142857,0.0,0.02271386904761906,0.026107695238095238,0.2521304476190477,0.10753283333333333,0.002317071428571428,0.011148214285714289
0.9333,0.0119,0.0,0.0235,0.027,0.1642,0.1109,0.002,0.0112,0.3042,0.0635,0.2149,0.011565088095238095,0.0,0.023126895238095233,0.02653046666666668,0.2093948690476192,0.10911926190476201,0.002348638095238095,0.011160673809523809
0.9341,0.0114,0.0,0.0239,0.027,0.1649,0.1111,0.0025,0.0107,0.3042,0.0638,0.2146,0.011335786904761901,0.0,0.022963152380952388,0.026189548015873036,0.23989625317460297,0.10852616468253974,0.0028288055555555553,0.010595149603174599
0.9333,0.0116,0.0,0.0237,0.027,0.1639,0.1109,0.0014,0.0113,0.3053,0.0636,0.2146,0.011565088095238095,0.0,0.023126895238095233,0.02653046666666668,0.2093948690476192,0.10911926190476201,0.002348638095238095,0.011160673809523809
0.9469,0.0116,0.0,0.0237,0.0269,0.1644,0.1112,0.003,0.0109,0.3167,0.0637,0.2148,0.011587000000000012,0.0,0.023055000000000006,0.026469999999999976,0.2326080000000003,0.10997400000000013,0.002774000000000003,0.010998999999999997
0.9525,0.0114,0.0,0.0235,0.0268,0.1648,0.1109,0.0019,0.0114,0.3238,0.0636,0.2144,0.011529099999999997,0.0,0.022428199999999995,0.02613990000000001,0.34147425000000026,0.10985789999999991,0.0031910499999999982,0.010816350000000004
0.9515,0.0118,0.0,0.0236,0.027,0.1663,0.1114,0.0019,0.0122,0.3195,0.0634,0.2144,0.01143596666666667,0.0,0.022650800000000002,0.026145433333333353,0.27368213333333313,0.10922083333333336,0.0030894666666666667,0.011076100000000002
0.9582,0.0116,0.0,0.0235,0.027,0.1672,0.111,0.0015,0.0107,0.3273,0.0635,0.2149,0.011351142857142858,0.0,0.022748761904761928,0.026391166666666663,0.32438414285714245,0.11026035714285715,0.003366214285714288,0.011265857142857147
0.9354,0.0118,0.0,0.0238,0.027,0.1677,0.1112,0.0028,0.0101,0.3016,0.0636,0.2158,0.011250420634920632,0.0,0.02277077936507936,0.026123508333333344,0.26659941984127,0.10771142857142851,0.0024201281746031754,0.010628320238095236
0.9327,0.012,0.0,0.0237,0.0269,0.1667,0.1108,0.0028,0.0102,0.3009,0.0637,0.215,0.011095333333333332,0.0,0.022528166666666665,0.025787499999999984,0.2950796666666667,0.10691083333333339,0.002624999999999999,0.011234833333333335
0.9306,0.0118,0.0,0.0235,0.027,0.1654,0.111,0.0019,0.0112,0.3001,0.0635,0.2152,0.011667615476190487,0.0,0.02333133928571429,0.026803326190476193,0.19537320714285705,0.11014705952380961,0.00206951785714286,0.011037111904761905
0.9316,0.0118,0.0,0.0236,0.0271,0.165,0.1113,0.003,0.0115,0.2998,0.0636,0.2149,0.011741285714285723,0.0,0.023165482142857144,0.02648804761904762,0.19996448809523812,0.10868871428571433,0.0019227440476190488,0.01110007738095238
0.9296,0.012,0.0,0.0238,0.0271,0.165,0.111,0.0028,0.0106,0.2992,0.0636,0.2145,0.01155282857142858,0.0,0.023184742857142875,0.026582014285714262,0.2198009999999998,0.10909022857142862,0.0027270857142857154,0.010578285714285733
0.9299,0.0117,0.0,0.024,0.027,0.1652,0.1109,0.0026,0.0116,0.2988,0.0637,0.2144,0.011922192857142862,0.0,0.023426728571428575,0.02668602380952382,0.20589450952380944,0.10960161190476185,0.0027792809523809496,0.010940285714285718
0.928,0.0115,0.0,0.0235,0.027,0.1653,0.1111,0.0022,0.0106,0.2988,0.0635,0.2145,0.011570137878787872,0.0,0.02318803214285716,0.02670630660173161,0.2066288312770562,0.1099910952380954,0.0024203301948051963,0.010758087337662356
0.9304,0.0112,0.0,0.0236,0.0269,0.1655,0.111,0.003,0.0115,0.3,0.0634,0.2143,0.011730940800865801,0.0,0.023423533946608958,0.026745423773448785,0.18947323553391043,0.10984574978354981,0.0025901844516594526,0.011097120310245307
0.9298,0.0121,0.0,0.0237,0.027,0.1661,0.1108,0.0026,0.0111,0.2983,0.0636,0.2145,0.01174063333333333,0.0,0.023494400000000012,0.026775200000000013,0.18578636666666676,0.10997331666666656,0.0027193666666666646,0.010854300000000008
0.9281,0.0114,0.0,0.024,0.0269,0.1665,0.111,0.0019,0.0112,0.2977,0.0636,0.2139,0.011679709632034638,0.0,0.022771171969696972,0.02630024437229437,0.26636085346320354,0.1084650543290043,0.0028018006493506485,0.010981640367965373
0.9283,0.0113,0.0,0.0237,0.0269,0.1675,0.1109,0.002,0.011,0.2971,0.0636,0.2143,0.011336983333333335,0.0,0.0230682,0.026491349999999997,0.22411220000000015,0.1088544666666667,0.002028833333333332,0.010895400000000001
0.9304,0.0124,0.0,0.0238,0.027,0.1677,0.1115,0.003,0.0114,0.297,0.0638,0.2128,0.011730940800865801,0.0,0.023423533946608958,0.026745423773448785,0.18947323553391043,0.10984574978354981,0.0025901844516594526,0.011097120310245307
0.9261,0.0121,0.0,0.0235,0.0271,0.1675,0.1113,0.0027,0.0111,0.2963,0.0637,0.2108,0.011527250000000003,0.0,0.022798999999999996,0.026115999999999976,0.2897697500000002,0.10816325000000009,0.0027097500000000004,0.011301249999999994
0.9268,0.0123,0.0,0.0236,0.027,0.1674,0.1116,0.0023,0.0115,0.2961,0.0637,0.2113,0.011992239285714287,0.0,0.022735361111111116,0.026209906349206346,0.2635748373015873,0.10817474722222224,0.0021443523809523825,0.010918849206349201
0.9243,0.0115,0.0,0.0239,0.027,0.1674,0.1114,0.0016,0.011,0.2958,0.0636,0.2111,0.01161658748196248,0.0,0.023355411724386706,0.02664184069264069,0.2290351987734487,0.11020980952380958,0.0026860251082251076,0.011241189935064925
0.9254,0.0121,0.0,0.0237,0.0269,0.1671,0.1109,0.0022,0.0121,0.2957,0.0638,0.2109,0.012067409126984126,0.0,0.022963890079365074,0.02636381785714284,0.2610062007936509,0.10935985674603174,0.0032082424603174582,0.010923850396825396
1.4599,0.0119,0.0,0.0237,0.0269,0.3188,0.1109,0.0031,0.011,0.2951,0.0634,0.5951,0.012375,0.0,0.023336999999999983,0.04752100000000004,0.3089229999999996,0.109267,0.003736999999999998,0.011115999999999994
1.6605,0.012,0.0,0.0237,0.0272,0.3999,0.1114,0.0032,0.0103,0.2946,0.0636,0.7146,0.0121495,0.0,0.023209000000000004,0.02664524999999999,0.3096107499999998,0.10894774999999988,0.003902499999999998,0.010154999999999992
1.2413,0.0117,0.0,0.0236,0.027,0.378,0.1112,0.003,0.0114,0.295,0.0635,0.3169,0.01275100000000001,0.0,0.02295700000000002,0.026373999999999995,0.3471060000000001,0.10956600000000007,0.004554,0.010876000000000004
1.1002,0.0115,0.0,0.0237,0.0271,0.3439,0.1113,0.002,0.0115,0.2946,0.0638,0.2108,0.011749999999999997,0.0,0.02367500000000002,0.026990999999999977,0.27657700000000035,0.11066199999999998,0.002189000000000001,0.011442999999999995
1.0568,0.0116,0.0,0.0234,0.027,0.3004,0.1108,0.0023,0.0112,0.2948,0.0636,0.2117,0.011797700000000022,0.0,0.023145650000000018,0.026587600000000003,0.3186849999999999,0.10935839999999991,0.0021471499999999987,0.01084805
1.0476,0.0119,0.0,0.0234,0.0269,0.2921,0.111,0.0021,0.0111,0.2945,0.0637,0.2109,0.011234016666666666,0.0,0.02326714523809527,0.02677214523809522,0.2987033583333332,0.10976759761904761,0.0024125642857142863,0.010948072619047622
1.0025,0.0119,0.0,0.0235,0.0267,0.2457,0.1109,0.0033,0.012,0.2945,0.0636,0.2104,0.011598000000000013,0.0,0.023108999999999987,0.02642199999999996,0.26006899999999966,0.10974500000000015,0.0030420000000000035,0.011528000000000009
0.9289,0.0116,0.0,0.0239,0.027,0.174,0.111,0.0018,0.0107,0.2944,0.0637,0.2108,0.011389900000000003,0.0,0.022591216666666653,0.026054483333333326,0.2943403833333331,0.10712110000000004,0.0017614166666666668,0.01111446666666667
0.9045,0.0124,0.0,0.0237,0.027,0.1639,0.1112,0.0023,0.0115,0.2777,0.0637,0.2111,0.012026499999999996,0.0,0.023507433333333355,0.02675256666666664,0.18821056666666672,0.11064153333333344,0.0022911666666666653,0.01097243333333332
0.8687,0.0121,0.0,0.024,0.027,0.1622,0.1114,0.0024,0.0109,0.2289,0.0781,0.2117,0.012010753571428574,0.0,0.023857197619047622,0.026826565476190473,0.16789540357142854,0.11079689404761905,0.0025223130952380956,0.011350464285714283
0.8726,0.0123,0.0,0.0239,0.0271,0.1624,0.1112,0.0025,0.0109,0.2321,0.0788,0.2114,0.012207499999999984,0.0,0.023745199999999994,0.027090233333333314,0.16661250000000002,0.11109146666666665,0.0024795000000000017,0.010880100000000005
0.8726,0.0123,0.0,0.0237,0.0272,0.1629,0.1114,0.0025,0.0108,0.2324,0.0773,0.2121,0.012207499999999984,0.0,0.023745199999999994,0.027090233333333314,0.16661250000000002,0.11109146666666665,0.0024795000000000017,0.010880100000000005
0.8567,0.0121,0.0,0.0239,0.0271,0.1617,0.1113,0.0032,0.0103,0.2178,0.0775,0.2118,0.01192303333333334,0.0,0.02373883333333333,0.026893833333333318,0.17457613333333327,0.11086103333333329,0.002935566666666667,0.010720199999999997
0.8555,0.0121,0.0,0.0239,0.027,0.1608,0.1115,0.0027,0.0116,0.2178,0.077,0.2111,0.012145999999999999,0.0,0.023266750000000006,0.026652999999999986,0.21769649999999965,0.11115950000000009,0.0037002499999999987,0.011123999999999997
0.8542,0.0123,0.0,0.0237,0.0271,0.1616,0.1112,0.0016,0.0111,0.2173,0.0772,0.2111,0.012064935714285714,0.0,0.023509000000000013,0.026946354761904726,0.18356564047619056,0.11048329047619056,0.002634869047619045,0.011024709523809526
0.8565,0.0115,0.0,0.024,0.0269,0.1617,0.1113,0.0031,0.0114,0.2174,0.0776,0.2116,0.01191087063492064,0.0,0.02358936825396826,0.02681714365079365,0.19482967539682544,0.11020711984126991,0.002141954761904762,0.010989848412698414
0.8542,0.0119,0.0,0.0235,0.027,0.1626,0.1113,0.0022,0.011,0.2171,0.0766,0.211,0.012064935714285714,0.0,0.023509000000000013,0.026946354761904726,0.18356564047619056,0.11048329047619056,0.002634869047619045,0.011024709523809526
0.859,0.0124,0.0,0.0239,0.0272,0.1638,0.1113,0.0036,0.0117,0.2172,0.077,0.2109,0.01239466666666665,0.0,0.023689999999999992,0.027021333333333328,0.18104066666666668,0.11093466666666657,0.0035273333333333294,0.01148333333333335
0.858,0.012,0.0,0.0239,0.0271,0.1644,0.111,0.0028,0.0114,0.2172,0.0771,0.2111,0.01206801666666667,0.0,0.02343903333333332,0.026721016666666632,0.2125358166666669,0.1099709333333334,0.002555066666666665,0.011148099999999989
0.8565,0.0122,0.0,0.0238,0.0271,0.1645,0.1109,0.0019,0.0107,0.2173,0.077,0.2111,0.01191087063492064,0.0,0.02358936825396826,0.02681714365079365,0.19482967539682544,0.11020711984126991,0.002141954761904762,0.010989848412698414
0.8599,0.0126,0.0,0.024,0.0269,0.164,0.1112,0.0037,0.0119,0.2171,0.0775,0.211,0.012418999999999979,0.0,0.023645,0.026695999999999984,0.20863200000000023,0.11058400000000013,0.003244999999999998,0.011373000000000005
0.8567,0.0117,0.0,0.0238,0.0268,0.1633,0.1108,0.0027,0.0112,0.2185,0.0768,0.2111,0.01192303333333334,0.0,0.02373883333333333,0.026893833333333318,0.17457613333333327,0.11086103333333329,0.002935566666666667,0.010720199999999997
0.8593,0.0125,0.0,0.0237,0.027,0.1641,0.111,0.0026,0.0114,0.2183,0.0771,0.2116,0.012460999999999979,0.0,0.023641000000000002,0.026892000000000013,0.16910699999999995,0.11039200000000005,0.0027789999999999976,0.011235000000000002
0.8591,0.0124,0.0,0.0237,0.027,0.1651,0.1107,0.0036,0.0109,0.2171,0.0769,0.2117,0.01239766666666665,0.0,0.023673000000000003,0.02697733333333334,0.17368766666666677,0.11067666666666648,0.0035213333333333303,0.011135333333333344
0.8604,0.0117,0.0,0.0238,0.027,0.1661,0.111,0.0032,0.0121,0.2172,0.0772,0.2111,0.011694000000000015,0.0,0.023517000000000014,0.02668899999999998,0.21784100000000012,0.11063100000000008,0.003358999999999999,0.011689999999999999
0.8469,0.0124,0.0,0.0236,0.0268,0.1667,0.1112,0.0029,0.0113,0.2172,0.0637,0.2111,0.011673750000000017,0.0,0.022470050000000023,0.025928716666666695,0.3009653333333328,0.10952085000000014,0.0030887333333333377,0.010854783333333319
0.8462,0.0119,0.0,0.024,0.0268,0.1665,0.1113,0.0025,0.012,0.217,0.0634,0.2108,0.011855616666666674,0.0,0.02354910000000003,0.026686066666666678,0.1683536333333332,0.1097147333333334,0.0024966000000000003,0.011637249999999998
1.0872,0.0137,0.0,0.0237,0.027,0.1655,0.111,0.005,0.0112,0.2164,0.3022,0.2115,0.01287700000000002,0.0,0.023406999999999997,0.026779999999999995,0.1956110000000001,0.1099350000000001,0.004181000000000001,0.011075000000000003
1.279,0.0149,0.0,0.0235,0.027,0.1647,0.1113,0.0084,0.0103,0.216,0.4908,0.2121,0.014813999999999978,0.0,0.023412000000000006,0.026839999999999996,0.16391499999999998,0.11136300000000002,0.008388999999999987,0.010569999999999989
1.2535,0.015,0.0,0.0233,0.027,0.1648,0.1114,0.0084,0.011,0.2159,0.4647,0.212,0.012209000000000015,0.0,0.022492999999999975,0.026191999999999997,0.3216719999999995,0.10791799999999992,0.002547999999999996,0.010541
1.2449,0.0145,0.0,0.0236,0.027,0.1651,0.1117,0.0067,0.0115,0.2161,0.4573,0.2114,0.01442483333333331,0.0,0.023426166666666696,0.026867166666666675,0.16495700000000008,0.11111083333333341,0.007283500000000006,0.011403666666666663
1.2406,0.0146,0.0,0.0234,0.027,0.1651,0.1112,0.0073,0.0116,0.2159,0.4533,0.2112,0.014367999999999985,0.0,0.022279000000000018,0.026043000000000018,0.3316719999999998,0.10871300000000003,0.007449000000000003,0.010512
1.239,0.0146,0.0,0.0237,0.027,0.1643,0.1112,0.0086,0.0115,0.2162,0.4506,0.2113,0.01432149999999998,0.0,0.02337749999999999,0.026679000000000005,0.1677255000000003,0.11024700000000007,0.007618000000000011,0.011207999999999996
1.2358,0.0146,0.0,0.0235,0.0269,0.1648,0.1111,0.0067,0.0113,0.2159,0.4495,0.2115,0.014647666666666637,0.0,0.02338533333333332,0.026883333333333294,0.16494433333333322,0.11110566666666682,0.0068360000000000035,0.011344
1.2357,0.0149,0.0,0.0231,0.0269,0.166,0.1113,0.0071,0.0117,0.216,0.4473,0.2114,0.014792999999999983,0.0,0.023199999999999957,0.02688699999999996,0.16554250000000018,0.11120800000000003,0.007019,0.011532500000000017
1.6335,0.0148,0.0,0.0233,0.027,0.1658,0.1113,0.0083,0.0113,0.2156,0.4464,0.6097,0.013798999999999985,0.0,0.022988333333333326,0.24552950000000007,0.1985378333333335,0.10892833333333325,0.006284833333333327,0.010861833333333328
1.7222,0.0154,0.0,0.0232,0.0269,0.1677,0.1115,0.0101,0.0104,0.2155,0.4442,0.6973,0.014648000000000017,0.0010809999999999997,0.022694000000000013,0.1462359999999998,0.16741599999999998,0.08799000000000007,0.008331,0.16452800000000006
1.3173,0.0147,0.0,0.0233,0.0268,0.2508,0.1111,0.0078,0.0116,0.2159,0.4438,0.2115,0.014533499999999993,0.0,0.02298166666666668,0.026408500000000005,0.260454166666667,0.10951083333333354,0.007671499999999998,0.01127250000000001
1.4767,0.0146,0.0,0.0237,0.0269,0.4119,0.1113,0.0073,0.0107,0.2162,0.4428,0.2113,0.013751933333333317,0.0,0.023134000000000016,0.25441440000000026,0.32918393333333307,0.11008459999999996,0.005242999999999995,0.010109400000000013
1.4499,0.0146,0.0,0.0236,0.0269,0.3839,0.1116,0.0082,0.011,0.2162,0.4422,0.2117,0.013993999999999982,0.0,0.023459750000000022,0.026726749999999973,0.4192177499999998,0.11054124999999994,0.007200499999999999,0.011052499999999996
1.4329,0.0149,0.0,0.0236,0.0269,0.369,0.1116,0.0066,0.0115,0.2162,0.4412,0.2114,0.014320833333333323,0.0,0.022944833333333352,0.026499999999999982,0.34040725,0.10982199999999993,0.006717250000000004,0.011190583333333327
1.3728,0.0147,0.0,0.0231,0.027,0.3096,0.1116,0.0075,0.0107,0.2164,0.4403,0.2119,0.014717999999999986,0.0,0.023087999999999966,0.026890999999999998,0.31686999999999993,0.11138099999999991,0.007863999999999986,0.010986000000000006
1.3602,0.0147,0.0,0.0233,0.0271,0.297,0.1116,0.0078,0.011,0.2163,0.4391,0.2123,0.01398099999999998,0.0,0.022671999999999994,0.02642399999999996,0.291008,0.10885000000000009,0.006599999999999998,0.010796999999999994
1.3369,0.0146,0.0,0.0231,0.0269,0.2758,0.1114,0.0078,0.011,0.2168,0.4375,0.212,0.014304666666666662,0.0,0.022775466666666633,0.026162799999999993,0.3057665333333334,0.10905906666666665,0.006538533333333333,0.010601599999999996
1.2436,0.0147,0.0,0.0233,0.027,0.1823,0.1116,0.0085,0.0109,0.2168,0.437,0.2115,0.014654999999999972,0.0,0.023279266666666684,0.026729199999999967,0.1842885999999998,0.11048096666666662,0.007715133333333329,0.011058300000000004
1.2279,0.0147,0.0,0.0238,0.027,0.1688,0.1115,0.0067,0.0116,0.2168,0.4355,0.2115,0.014337999999999972,0.0,0.02297600000000004,0.026487000000000024,0.25023500000000026,0.11055400000000006,0.006345000000000004,0.01093900000000001
1.2248,0.0148,0.0,0.0238,0.027,0.1658,0.1115,0.0075,0.0111,0.217,0.4346,0.2117,0.012801000000000002,0.0,0.022735000000000016,0.026353000000000022,0.29315099999999983,0.1087219999999999,0.004097000000000001,0.010415999999999988
1.2214,0.0143,0.0,0.0235,0.0269,0.1641,0.1115,0.0078,0.0112,0.2171,0.4334,0.2116,0.014366999999999984,0.0,0.022943666666666675,0.026543999999999963,0.21675025000000012,0.11018508333333334,0.0077059166666666665,0.01114241666666667
0.9036,0.0124,0.0,0.0236,0.027,0.164,0.1111,0.0036,0.0111,0.2181,0.1218,0.2109,0.011646749999999989,0.0,0.023156916666666687,0.026572083333333343,0.20195858333333355,0.10997266666666677,0.0028855833333333307,0.010939916666666674
0.8444,0.0121,0.0,0.0236,0.0269,0.164,0.1114,0.0026,0.011,0.2184,0.0636,0.2108,0.011905350000000014,0.0,0.023531100000000024,0.02688264999999999,0.1743754000000002,0.11072244999999999,0.002924199999999999,0.011222199999999991
0.8455,0.0121,0.0,0.0236,0.027,0.1633,0.1111,0.003,0.012,0.2186,0.0636,0.2112,0.011739000000000005,0.0,0.02337600000000002,0.026802000000000013,0.16872599999999988,0.11014700000000013,0.0025160000000000017,0.011519000000000008
0.8446,0.0116,0.0,0.0238,0.0269,0.1632,0.1113,0.0032,0.0111,0.2187,0.0634,0.2114,0.011440000000000004,0.0,0.023394666666666685,0.02660566666666666,0.1676876666666666,0.10829133333333325,0.002271000000000001,0.010602666666666665
