Consumo_T,UTEM CIER DAVID-Mains_A (kWatts),UTEM CIER DAVID-Mains_B (kWatts),UTEM CIER DAVID-Mains_C (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWatts),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWatts),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWatts),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWatts),UTEM CIER DAVID-Solar_Generation-Inversor (kWatts),UTEM CIER DAVID-Room_Multi-use Circuit-Contactos David (kWatts),UTEM CIER DAVID-Lights-Alumbrado (kWatts),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWatts),UTEM CIER DAVID-Other-Circuit_15 (kWatts),UTEM CIER DAVID-Other-Circuit_16 (kWatts)
11.8,1.3557,1.8605,2.255,0.0168,0.0083,2.7083,3.2009,0.0299,0.0293,0.0083,0.0188,0.2528,0.0378,0.0,0.0187,0.0,0.0,0,0
6.16,1.3689,0.248,1.3911,0.0181,0.0103,2.7337,0.0157,0.0299,0.0295,0.0082,0.0189,0.2403,0.0333,0.0,0.0187,0.0,0.0,0,0
7.95,1.3885,0.451,2.0497,0.0165,0.0106,2.7731,0.016,0.03,0.0295,0.0079,0.0176,0.4432,0.6979,0.0,0.0183,0.0,0.0,0,0
8.53,1.4095,0.5457,2.2181,0.0162,0.0107,2.8158,0.016,0.0299,0.0295,0.0077,0.0173,0.5381,0.853,0.0,0.0183,0.0,0.0,0,0
8.6,1.4255,0.5458,2.2409,0.0162,0.0109,2.848,0.0161,0.0299,0.0294,0.0078,0.0171,0.5382,0.8597,0.0,0.0181,0.0,0.0,0,0
8.39,1.4459,0.522,2.1415,0.0164,0.0105,2.889,0.0159,0.0297,0.0293,0.0078,0.0171,0.5147,0.7297,0.0,0.0179,0.0,0.0,0,0
7.48,1.4533,0.3895,1.816,0.0172,0.0105,2.9041,0.0158,0.0295,0.0292,0.008,0.0176,0.3821,0.3913,0.0,0.0179,0.0,0.0,0,0
6.67,1.4582,0.2605,1.5382,0.0177,0.0104,2.9142,0.0156,0.0294,0.0291,0.0081,0.018,0.2528,0.1023,0.0,0.0179,0.0,0.0,0,0
5.45,1.1945,0.2122,1.2591,0.0145,0.0084,2.3943,0.0129,0.024,0.0238,0.0066,0.0146,0.2059,0.0691,0.0,0.0145,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
0.09,0.0188,0.0037,0.0203,0.0009,0.0004,0.0368,0.0008,0.0015,0.0014,0.0005,0.0009,0.0031,0.0017,0.0,0.0008,0.0,0.0,0,0
1.19,0.2539,0.1339,0.1176,0.1805,0.1799,0.0119,0.0144,0.0284,0.0263,0.0093,0.0894,0.0429,0.0188,0.0,0.0188,0.0,0.0677,0,0
14.55,3.5309,1.8267,1.3542,2.6045,2.7374,0.011,0.0145,0.0289,0.0263,0.0089,0.9205,0.5503,0.0169,0.0,0.1007,0.0005,0.8135,0,0
14.56,3.5383,1.8235,1.3469,2.5997,2.7173,0.011,0.0146,0.0289,0.0261,0.0087,0.9398,0.5494,0.0169,0.0,0.1222,0.0005,0.8113,0,0
14.53,3.5326,1.821,1.3447,2.5993,2.7117,0.0109,0.0145,0.0288,0.0264,0.0088,0.9366,0.5472,0.0177,0.0,0.1211,0.0005,0.8092,0,0
14.38,3.4886,1.811,1.3357,2.5845,2.6865,0.0106,0.0145,0.0285,0.0258,0.0088,0.9147,0.5438,0.0171,0.0,0.0993,0.0005,0.8093,0,0
14.34,3.4781,1.8,1.334,2.5706,2.6796,0.0109,0.0145,0.0288,0.0261,0.0088,0.9193,0.5397,0.0175,0.0,0.1034,0.0005,0.8098,0,0
14.3,3.4713,1.79,1.3262,2.5552,2.6622,0.0109,0.0145,0.0288,0.0263,0.0088,0.9291,0.5372,0.0175,0.0,0.1158,0.0005,0.8071,0,0
14.24,3.4576,1.7785,1.3203,2.5373,2.646,0.0109,0.0146,0.0289,0.026,0.0088,0.9335,0.5344,0.018,0.0,0.1216,0.0005,0.8058,0,0
14.19,3.4623,1.7652,1.3061,2.5162,2.6272,0.0112,0.0143,0.0512,0.0261,0.0088,0.9277,0.5316,0.018,0.0,0.1202,0.0005,0.8016,0,0
14.2,3.4776,1.7615,1.2998,2.5153,2.6222,0.0111,0.0145,0.0538,0.0266,0.0087,0.9426,0.5283,0.0175,0.0,0.1202,0.0005,0.7995,0,0
14.51,3.6368,1.7566,1.2993,2.5083,2.6186,0.0107,0.0143,0.0537,0.0262,0.0089,1.1126,0.5265,0.0166,0.0,0.1217,0.0005,0.8002,0,0
14.44,3.6154,1.7469,1.2953,2.4908,2.6024,0.0109,0.0143,0.0552,0.0259,0.0089,1.1098,0.5251,0.0172,0.0,0.121,0.0005,0.8007,0,0
14.38,3.6012,1.7432,1.2881,2.4858,2.5933,0.0107,0.0143,0.0531,0.0261,0.0089,1.101,0.524,0.0166,0.0,0.1173,0.0005,0.7971,0,0
14.23,3.5631,1.7268,1.2717,2.4555,2.5648,0.0108,0.0144,0.0553,0.026,0.0088,1.0877,0.5225,0.0167,0.0,0.1092,0.0005,0.7921,0,0
8.03,2.0364,0.9527,0.6838,1.2932,1.349,0.0112,0.0143,0.0545,0.027,0.0086,0.724,0.3179,0.0171,0.0,0.0452,0.0005,0.4939,0,0
0.6,0.2146,0.0096,0.035,0.0167,0.0072,0.012,0.0143,0.0536,0.0284,0.0082,0.1812,0.0,0.0196,0.0,0.0,0.0005,0.0,0,0
0.6,0.2156,0.0096,0.0344,0.0168,0.0068,0.012,0.0142,0.0546,0.0283,0.0083,0.1813,0.0,0.0186,0.0,0.0,0.0005,0.0,0,0
0.6,0.2161,0.011,0.0346,0.0166,0.0065,0.012,0.0143,0.0551,0.0275,0.0082,0.1812,0.0,0.0188,0.0,0.0,0.0005,0.0,0,0
0.6,0.2165,0.0125,0.0344,0.0166,0.0069,0.012,0.0143,0.0557,0.0266,0.0082,0.1811,0.0,0.0183,0.0,0.0,0.0005,0.0,0,0
0.61,0.2168,0.0125,0.0347,0.0167,0.0069,0.0122,0.0143,0.0558,0.0269,0.0083,0.1815,0.0,0.0191,0.0,0.0,0.0005,0.0,0,0
0.6,0.2172,0.0124,0.0331,0.0166,0.0065,0.012,0.0142,0.0554,0.0265,0.0093,0.1822,0.0,0.0184,0.0,0.0,0.0005,0.0,0,0
0.61,0.2177,0.0125,0.0334,0.0165,0.0069,0.0118,0.0141,0.0557,0.0265,0.0093,0.1823,0.0,0.019,0.0,0.0,0.0005,0.0,0,0
0.61,0.218,0.0125,0.0335,0.0166,0.0066,0.012,0.0144,0.056,0.0267,0.0089,0.1825,0.0,0.0182,0.0,0.0,0.0005,0.0,0,0
0.61,0.218,0.0125,0.0335,0.0165,0.0069,0.0121,0.0143,0.0559,0.0267,0.0093,0.1825,0.0,0.0189,0.0,0.0,0.0005,0.0,0,0
0.61,0.2179,0.0125,0.0333,0.0165,0.0068,0.0121,0.0142,0.0558,0.0267,0.0092,0.1827,0.0,0.0184,0.0,0.0,0.0005,0.0,0,0
0.61,0.2183,0.0126,0.0333,0.0166,0.0068,0.0119,0.0142,0.056,0.0267,0.0092,0.183,0.0,0.0184,0.0,0.0,0.0005,0.0,0,0
0.61,0.218,0.0126,0.033,0.0166,0.0063,0.0121,0.0142,0.056,0.0268,0.0094,0.1826,0.0,0.0182,0.0,0.0,0.0005,0.0,0,0
0.61,0.2181,0.0126,0.0335,0.0167,0.007,0.012,0.0143,0.0562,0.0268,0.0095,0.1827,0.0,0.0193,0.0,0.0,0.0005,0.0,0,0
0.61,0.2179,0.0125,0.0331,0.0166,0.0067,0.0121,0.0144,0.0559,0.0268,0.0095,0.1827,0.0,0.0185,0.0,0.0,0.0005,0.0,0,0
0.61,0.2172,0.0127,0.0331,0.0167,0.007,0.012,0.0143,0.0552,0.0268,0.0094,0.1828,0.0,0.0185,0.0,0.0,0.0005,0.0,0,0
0.61,0.2168,0.0126,0.0336,0.0166,0.007,0.0119,0.0143,0.0548,0.0269,0.0091,0.1829,0.0,0.0185,0.0,0.0,0.0005,0.0,0,0
0.61,0.2181,0.0126,0.0338,0.0167,0.007,0.012,0.0144,0.0563,0.0269,0.0091,0.1827,0.0,0.0189,0.0,0.0,0.0005,0.0,0,0
0.61,0.2167,0.0126,0.0343,0.0167,0.0073,0.0122,0.0145,0.0549,0.027,0.0086,0.1827,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.61,0.2181,0.0126,0.0335,0.0168,0.0072,0.0121,0.0143,0.0563,0.027,0.0093,0.1827,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.61,0.2177,0.0122,0.0345,0.0168,0.0075,0.0124,0.0145,0.0561,0.0275,0.0083,0.1828,0.0,0.0184,0.0,0.0,0.0005,0.0,0,0
0.61,0.2187,0.0098,0.0348,0.017,0.0077,0.0124,0.0146,0.0573,0.0292,0.0083,0.1829,0.0,0.019,0.0,0.0,0.0005,0.0,0,0
0.61,0.2188,0.0099,0.035,0.0171,0.0072,0.0125,0.0145,0.0573,0.0292,0.0084,0.1829,0.0,0.0192,0.0,0.0,0.0005,0.0,0,0
0.61,0.2189,0.0099,0.0348,0.0171,0.0078,0.0124,0.0147,0.0574,0.0292,0.0084,0.183,0.0,0.0188,0.0,0.0,0.0005,0.0,0,0
0.61,0.2188,0.0099,0.0346,0.0171,0.0078,0.0124,0.0147,0.0573,0.0292,0.0084,0.183,0.0,0.0185,0.0,0.0,0.0005,0.0,0,0
0.61,0.2192,0.0099,0.0349,0.0171,0.008,0.0124,0.0147,0.0576,0.0293,0.0084,0.1831,0.0,0.0191,0.0,0.0,0.0005,0.0,0,0
0.61,0.2189,0.0099,0.0347,0.0172,0.0078,0.0126,0.0147,0.0576,0.0294,0.0084,0.1829,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.61,0.2177,0.0099,0.0348,0.0171,0.008,0.0125,0.0148,0.0564,0.0294,0.0084,0.1831,0.0,0.0189,0.0,0.0,0.0005,0.0,0,0
0.61,0.2177,0.0099,0.0345,0.0171,0.0078,0.0126,0.0148,0.0561,0.0294,0.0084,0.1832,0.0,0.0184,0.0,0.0,0.0005,0.0,0,0
0.61,0.2178,0.0099,0.035,0.0171,0.008,0.0126,0.0148,0.0563,0.0296,0.0084,0.1832,0.0,0.0193,0.0,0.0,0.0005,0.0,0,0
0.61,0.2189,0.0099,0.0348,0.0173,0.0078,0.0125,0.0149,0.0572,0.0296,0.0084,0.1835,0.0,0.019,0.0,0.0,0.0005,0.0,0,0
0.61,0.2189,0.0099,0.0349,0.0172,0.0079,0.0125,0.0147,0.0577,0.0296,0.0085,0.183,0.0,0.019,0.0,0.0,0.0005,0.0,0,0
0.61,0.2193,0.0099,0.0347,0.0172,0.0079,0.0125,0.0148,0.0576,0.0295,0.0084,0.1833,0.0,0.0186,0.0,0.0,0.0005,0.0,0,0
0.62,0.2195,0.0099,0.0349,0.0172,0.0077,0.0125,0.0147,0.0577,0.0295,0.0085,0.1833,0.0,0.0191,0.0,0.0,0.0005,0.0,0,0
0.62,0.2198,0.0099,0.0347,0.0171,0.0079,0.0125,0.0147,0.0577,0.0295,0.0085,0.1836,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.62,0.22,0.01,0.0348,0.0172,0.0079,0.0124,0.0148,0.0579,0.0296,0.0085,0.1838,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.61,0.2193,0.0099,0.0346,0.0173,0.0081,0.0125,0.0148,0.057,0.0297,0.0085,0.184,0.0,0.0186,0.0,0.0,0.0005,0.0,0,0
0.62,0.2198,0.0099,0.0349,0.0173,0.008,0.0125,0.0148,0.058,0.0297,0.0085,0.1837,0.0,0.0191,0.0,0.0,0.0005,0.0,0,0
0.62,0.22,0.0099,0.0347,0.0173,0.0077,0.0125,0.0148,0.058,0.0297,0.0084,0.1838,0.0,0.0186,0.0,0.0,0.0005,0.0,0,0
0.62,0.2194,0.0099,0.0347,0.0173,0.0078,0.0126,0.0148,0.0573,0.0297,0.0085,0.1839,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.61,0.2192,0.0098,0.0347,0.0172,0.0081,0.0126,0.0148,0.0571,0.0297,0.0085,0.1839,0.0,0.0188,0.0,0.0,0.0005,0.0,0,0
0.62,0.2202,0.0099,0.0347,0.0172,0.0079,0.0125,0.0147,0.0578,0.0296,0.0085,0.1842,0.0,0.0191,0.0,0.0,0.0005,0.0,0,0
0.57,0.1947,0.0099,0.0346,0.0171,0.008,0.0126,0.015,0.0346,0.0297,0.0085,0.1845,0.0,0.0187,0.0,0.0,0.0005,0.0,0,0
0.56,0.1899,0.0099,0.0345,0.0172,0.0077,0.0125,0.015,0.03,0.0296,0.0085,0.1849,0.0,0.0186,0.0,0.0,0.0005,0.0,0,0
0.21,0.0183,0.0099,0.0347,0.0169,0.0082,0.0126,0.0151,0.03,0.0295,0.0083,0.01,0.0,0.0188,0.0,0.0,0.0005,0.0,0,0
2.47,0.2796,0.3462,0.4906,0.0168,0.0075,0.5622,0.6834,0.0299,0.0294,0.0083,0.0,0.0,0.0193,0.0,0.0,0.0005,0.0,0,0
11.06,1.3038,1.6173,2.1883,0.0165,0.0065,2.621,3.2178,0.0299,0.0293,0.0083,0.0,0.0,0.0234,0.0,0.0,0.0005,0.0,0,0
11.06,1.2968,1.6064,2.2033,0.0163,0.0068,2.6066,3.1961,0.0298,0.0293,0.0082,0.0,0.0,0.0561,0.0,0.0,0.0005,0.0,0,0
11.28,1.3031,1.6881,2.2256,0.0163,0.0073,2.6194,3.2216,0.0298,0.0291,0.0082,0.0001,0.0693,0.0655,0.0,0.0,0.0005,0.0,0,0
11.61,1.2941,1.879,2.2113,0.0166,0.0075,2.6014,3.2366,0.0298,0.029,0.0081,0.0001,0.2538,0.0445,0.0,0.0,0.0005,0.0,0,0
11.31,1.2424,1.8537,2.1358,0.0168,0.0073,2.4976,3.1892,0.03,0.0293,0.0082,0.0001,0.253,0.0502,0.0,0.0,0.0005,0.0,0,0
11.42,1.259,1.8666,2.1498,0.0168,0.0076,2.5309,3.2174,0.03,0.0295,0.0082,0.0002,0.2517,0.0512,0.0,0.0,0.0005,0.0,0,0
6.15,1.301,0.3155,1.3829,0.0179,0.0101,2.6175,0.1275,0.03,0.0297,0.0082,0.0002,0.2517,0.0562,0.0,0.0,0.0005,0.0,0,0
6.13,1.3476,0.2587,1.3962,0.0179,0.0105,2.7114,0.0157,0.0298,0.0296,0.0082,0.0002,0.2512,0.0555,0.0,0.0,0.0005,0.0,0,0
7.79,1.9726,0.1525,1.4128,0.0189,0.0086,2.8057,0.0154,0.0295,0.0297,0.0087,0.5821,0.1442,0.0278,0.0,0.0,0.0005,0.5776,0,0
8.05,2.1351,0.0245,1.4405,0.0191,0.0081,2.8639,0.0152,0.0295,0.0297,0.0089,0.7194,0.015,0.0256,0.0,0.0,0.0005,0.7139,0,0
8.05,2.1402,0.01,1.4496,0.0191,0.0083,2.8783,0.0152,0.0295,0.0297,0.0089,0.7195,0.0,0.0282,0.0,0.0,0.0005,0.7141,0,0
8.32,2.1675,0.0955,1.4639,0.0192,0.0084,2.9561,0.0156,0.0294,0.1131,0.0091,0.7217,0.0,0.0033,0.0,0.0,0.0005,0.7153,0,0
6.64,1.7464,0.0884,1.0556,0.0188,0.0079,2.1124,0.0251,0.0293,0.1021,0.0091,0.7255,0.0,0.0043,0.0,0.0,0.0005,0.7191,0,0
3.04,0.8824,0.0344,0.1929,0.0182,0.0069,0.3302,0.0437,0.0292,0.0411,0.009,0.7267,0.0001,0.0035,0.0,0.0,0.0005,0.7206,0,0
2.97,0.7729,0.2473,0.1872,0.3308,0.3412,0.0122,0.0149,0.0294,0.0341,0.0087,0.4535,0.0822,0.0026,0.0,0.0093,0.0005,0.4408,0,0
14.85,3.5125,1.9921,1.3555,2.5925,2.7675,0.0119,0.0152,0.03,0.0294,0.0089,0.9047,0.7264,0.0025,0.0,0.0877,0.0005,0.8107,0,0
15.02,3.53,2.059,1.3615,2.6149,2.7839,0.0121,0.0152,0.03,0.0293,0.0088,0.9002,0.7828,0.0021,0.0,0.0881,0.0005,0.8058,0,0
14.89,3.5252,2.0056,1.3589,2.6204,2.7833,0.0118,0.015,0.0299,0.0292,0.0089,0.8902,0.7264,0.0017,0.0,0.0807,0.0005,0.8032,0,0
14.23,3.5309,1.6686,1.3645,2.6284,2.7932,0.0111,0.0151,0.0298,0.0291,0.009,0.8871,0.3834,0.0027,0.0,0.0782,0.0005,0.8027,0,0
15.0,3.5105,2.0793,1.3734,2.6512,2.8094,0.0117,0.0151,0.0297,0.0292,0.0088,0.8502,0.7854,0.0023,0.0,0.0418,0.0005,0.804,0,0
14.88,3.4795,2.0675,1.3681,2.643,2.8003,0.0118,0.0151,0.0295,0.0289,0.0087,0.8263,0.7776,0.0019,0.0,0.0262,0.0005,0.7976,0,0
14.95,3.5272,2.0251,1.3831,2.6565,2.8302,0.0119,0.0152,0.0299,0.0294,0.0088,0.8539,0.7285,0.003,-0.0032,0.0524,0.0005,0.7983,0,0
11.46,2.7642,1.0535,1.3996,2.6905,2.8652,0.0125,0.0151,0.0302,0.0318,0.0093,0.7183,0.7079,0.0028,-1.7048,0.0804,0.0005,0.7798,0,0
10.31,2.3859,0.6967,1.3754,2.6404,2.8144,0.0125,0.015,0.0297,0.0338,0.0097,0.8508,0.8924,0.0022,-2.2646,0.0774,0.0005,0.7353,0,0
9.19,1.9405,-0.0375,1.3914,2.6714,2.849,0.0125,0.0149,0.0299,0.0366,0.0105,1.2164,1.4917,0.0012,-3.3044,0.0718,0.0005,0.795,0,0
9.27,1.9755,-0.0646,1.4021,2.6873,2.8701,0.0125,0.0148,0.0299,0.0362,0.0106,1.2007,1.4947,0.0012,-3.2718,0.0711,0.0005,0.7952,0,0
9.31,1.9985,-0.0383,1.4008,2.6889,2.8683,0.0123,0.0149,0.0299,0.0357,0.0105,1.178,1.4689,0.0013,-3.22,0.0684,0.0005,0.795,0,0
9.43,2.0318,-0.012,1.4204,2.6982,2.8842,0.0124,0.015,0.03,0.0353,0.0243,1.1579,1.446,0.0016,-3.1762,0.0639,0.0005,0.7954,0,0
9.41,2.0568,0.0268,1.4045,2.6752,2.8505,0.0122,0.0149,0.0298,0.0345,0.0267,1.1046,1.3928,0.0016,-3.0728,0.0648,0.0005,0.7901,0,0
10.11,2.143,0.3476,1.5095,2.677,2.8542,0.1441,0.17,0.0298,0.0319,0.0184,1.0796,1.2657,0.0011,-3.0018,0.0508,0.0005,0.7916,0,0
22.89,3.6565,2.3846,4.0844,2.672,2.8495,3.2299,3.8203,0.0299,0.0292,0.0086,1.0495,1.1586,0.0007,-2.9138,0.0419,0.0005,0.7913,0,0
23.06,3.9247,2.2884,4.0032,2.6729,2.8333,3.1202,3.7177,0.0294,0.0289,0.0088,1.0023,1.1464,0.0005,-2.8052,0.2945,0.0005,0.7907,0,0
23.45,4.1572,2.3711,3.9737,2.6516,2.8092,3.09,3.7029,0.0294,0.0289,0.009,0.9379,1.0371,0.0004,-2.5913,0.45,0.0005,0.7911,0,0
23.49,4.1084,2.4278,3.9629,2.6501,2.8083,3.0602,3.6984,0.0295,0.0289,0.0089,0.8788,1.1631,0.0004,-2.4668,0.3452,0.0005,0.7892,0,0
22.81,3.9037,2.5333,3.9556,2.6528,2.812,3.0329,3.6942,0.0294,0.0287,0.0086,0.7319,0.8624,0.0005,-2.2516,0.0271,0.0005,0.786,0,0
22.98,3.9854,2.6134,3.9666,2.6516,2.8074,3.03,3.691,0.0294,0.0287,0.0086,0.6459,0.7764,0.0192,-2.0842,0.0275,0.0005,0.785,0,0
23.22,4.0865,2.7188,3.9889,2.6499,2.802,3.0316,3.6898,0.0293,0.0279,0.0086,0.5395,0.6687,0.042,-1.8711,0.0271,0.0005,0.783,0,0
21.69,3.9899,2.5791,3.6199,2.6316,2.7786,2.6102,3.2015,0.0293,0.027,0.0086,0.4568,0.5535,0.033,-1.6437,0.0352,0.0005,0.7819,0,0
11.1,2.8334,1.1088,1.3485,2.6236,2.7678,0.0118,0.0147,0.0294,0.027,0.0087,0.4585,0.4185,0.0014,-1.3687,0.0386,0.0005,0.7813,0,0
11.65,3.0085,1.2882,1.3441,2.6143,2.7582,0.0115,0.0148,0.0294,0.027,0.0088,0.4715,0.2597,0.0019,-1.0024,0.0362,0.0005,0.7815,0,0
12.52,3.2098,1.485,1.332,2.5982,2.7322,0.0112,0.0147,0.0293,0.0269,0.0088,0.6016,0.2268,0.0028,-0.5925,0.0483,0.0005,0.7808,0,0
13.23,3.3376,1.6037,1.314,2.5773,2.7078,0.0112,0.0147,0.0293,0.0268,0.0088,0.748,0.3404,0.0018,-0.3357,0.0634,0.0005,0.7805,0,0
13.44,3.3597,1.6506,1.3012,2.5577,2.686,0.0113,0.0147,0.0294,0.0268,0.0087,0.7909,0.3972,0.0014,-0.2227,0.0478,0.0005,0.7799,0,0
13.56,3.3629,1.6864,1.286,2.5306,2.6583,0.0113,0.0147,0.0294,0.0268,0.0088,0.8215,0.4464,0.0015,-0.1375,0.0334,0.0005,0.7799,0,0
13.75,3.3709,1.7817,1.2784,2.4983,2.6266,0.0115,0.0147,0.0389,0.0269,0.0087,0.8534,0.5584,0.0019,-0.1328,0.0358,0.0005,0.7808,0,0
13.05,3.3743,1.4374,1.2704,2.4762,2.6096,0.0107,0.0146,0.0536,0.0274,0.0087,0.8599,0.2233,0.0016,-0.1342,0.0292,0.0005,0.7832,0,0
13.33,3.492,1.4458,1.262,2.4593,2.5906,0.0104,0.0146,0.0543,0.0288,0.0088,0.9945,0.2419,0.002,-0.0851,0.0273,0.0005,0.7826,0,0
13.37,3.4721,1.4599,1.2631,2.4536,2.5815,0.0103,0.0145,0.0556,0.0288,0.009,0.986,0.2582,0.0024,-0.0384,0.0269,0.0005,0.7862,0,0
13.35,3.4619,1.4521,1.2703,2.4387,2.5584,0.0103,0.0148,0.0548,0.0287,0.0257,0.9952,0.2578,0.0024,-0.0388,0.0341,0.0005,0.7863,0,0
13.3,3.4455,1.442,1.2729,2.4184,2.5491,0.0103,0.0146,0.0554,0.0287,0.0356,0.9913,0.2578,0.0023,-0.0383,0.0311,0.0005,0.785,0,0
13.76,3.4071,1.7562,1.2422,2.4144,2.5387,0.0113,0.0148,0.0549,0.0288,0.0106,0.96,0.576,0.0014,-0.0391,0.0013,0.0005,0.7828,0,0
2.0,0.5575,0.2058,0.1333,0.2285,0.2334,0.0122,0.0145,0.0554,0.0287,0.0084,0.3083,0.1065,0.0015,-0.034,0.0,0.0005,0.1352,0,0
0.56,0.2081,0.0193,0.0245,0.0168,0.007,0.012,0.0143,0.0552,0.0285,0.0083,0.1728,0.0251,0.0013,-0.0314,0.0,0.0005,0.0,0,0
0.56,0.2087,0.0192,0.0246,0.0167,0.0071,0.012,0.0142,0.0555,0.0284,0.0082,0.1731,0.0251,0.0013,-0.0313,0.0,0.0005,0.0,0,0
0.56,0.2085,0.0193,0.0246,0.0167,0.0068,0.0121,0.0143,0.0558,0.0285,0.0083,0.1728,0.0251,0.0013,-0.0313,0.0,0.0005,0.0,0,0
