Consumo_T,Aula Medios,Cubiculos ,Direccion 1,Direccion 2 ,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2 ,L3 
0.9602,0.012,0,0.0231,0.0268,0.2993,0.1102,0.003,0.0111,0.1964,0.0612,0.2171
0.9617,0.0123,0,0.0233,0.0268,0.3012,0.1102,0.0024,0.0106,0.1966,0.0611,0.2172
0.9619,0.0119,0,0.0232,0.0268,0.3007,0.1104,0.0027,0.0112,0.1963,0.0612,0.2175
0.9606,0.0122,0,0.0232,0.0269,0.2988,0.1103,0.0029,0.0112,0.1966,0.0611,0.2174
0.9611,0.0121,0,0.0233,0.0268,0.2984,0.1104,0.0031,0.012,0.1966,0.061,0.2174
0.9603,0.0121,0,0.0234,0.0268,0.2979,0.1105,0.0036,0.0114,0.1964,0.0611,0.2171
0.9586,0.012,0,0.0235,0.027,0.2968,0.1105,0.0028,0.0115,0.1964,0.0611,0.217
0.9599,0.0116,0,0.0233,0.027,0.2971,0.1101,0.0042,0.0118,0.1965,0.0611,0.2172
0.9603,0.0119,0,0.0235,0.027,0.2972,0.1103,0.0032,0.0115,0.1967,0.0612,0.2178
0.9609,0.012,0,0.0235,0.0271,0.2982,0.1103,0.0027,0.0117,0.1966,0.0612,0.2176
0.9623,0.012,0,0.0231,0.027,0.298,0.1105,0.0047,0.0116,0.1967,0.0613,0.2174
0.9593,0.0122,0,0.0233,0.0269,0.2977,0.1103,0.0029,0.0112,0.1965,0.0612,0.2171
0.9593,0.012,0,0.0233,0.027,0.2966,0.111,0.0028,0.0118,0.1965,0.0612,0.2171
0.961,0.0127,0,0.0231,0.027,0.298,0.1107,0.0034,0.0113,0.1966,0.0614,0.2168
0.9608,0.0121,0,0.0233,0.0267,0.3013,0.1108,0.0021,0.0101,0.1966,0.0612,0.2166
0.9648,0.0121,0,0.023,0.0266,0.3039,0.1102,0.0028,0.0111,0.1967,0.0615,0.2169
0.9663,0.0116,0,0.0231,0.0268,0.304,0.1104,0.0037,0.0116,0.1969,0.0613,0.2169
0.9617,0.0122,0,0.0231,0.0271,0.3006,0.1104,0.0029,0.0105,0.1969,0.0613,0.2167
0.962,0.0119,0,0.0233,0.0269,0.2998,0.1109,0.0023,0.0114,0.197,0.0613,0.2172
0.9626,0.0125,0,0.0236,0.0269,0.3,0.1105,0.0024,0.0113,0.1969,0.0616,0.2169
0.963,0.0122,0,0.0233,0.027,0.2993,0.1106,0.0032,0.0117,0.1968,0.0621,0.2168
0.963,0.0126,0,0.0232,0.0271,0.2999,0.111,0.0022,0.0115,0.197,0.062,0.2165
0.9642,0.0116,0,0.0233,0.027,0.3008,0.1111,0.0035,0.0109,0.197,0.0621,0.2169
0.9623,0.0116,0,0.0235,0.027,0.2997,0.111,0.0029,0.0106,0.1971,0.062,0.2169
0.9621,0.0108,0,0.0232,0.0272,0.2996,0.1108,0.004,0.0108,0.1967,0.0622,0.2168
0.9648,0.0117,0,0.0233,0.0271,0.3015,0.1109,0.002,0.0121,0.1969,0.0622,0.2171
0.9663,0.0125,0,0.0234,0.0271,0.3018,0.1107,0.0029,0.0117,0.1968,0.0622,0.2172
0.9642,0.012,0,0.0234,0.0269,0.3021,0.1109,0.0015,0.0114,0.1968,0.062,0.2172
1.1228,0.0126,0,0.0236,0.0269,0.3032,0.1107,0.0027,0.0108,0.1967,0.0621,0.3735
1.3683,0.013,0,0.0234,0.0271,0.2013,0.1107,0.0034,0.0111,0.1962,0.0623,0.7198
1.1687,0.0126,0,0.0238,0.0269,0.1737,0.1103,0.0039,0.0106,0.2371,0.0626,0.5072
0.9447,0.0122,0,0.0236,0.027,0.1706,0.1102,0.0021,0.0109,0.3087,0.0628,0.2166
0.9233,0.0123,0,0.0238,0.027,0.1693,0.1105,0.0023,0.0109,0.2884,0.0626,0.2162
0.919,0.0117,0,0.0238,0.027,0.1688,0.1105,0.0016,0.0109,0.2851,0.0627,0.2169
0.9202,0.0117,0,0.0238,0.027,0.1681,0.111,0.0027,0.0116,0.2846,0.0628,0.2169
0.917,0.0121,0,0.0237,0.0271,0.1668,0.1111,0.0014,0.011,0.2842,0.0628,0.2168
0.9175,0.0119,0,0.0237,0.027,0.1663,0.1107,0.0023,0.0113,0.2843,0.0629,0.2171
0.9186,0.0124,0,0.0238,0.027,0.1664,0.1109,0.0022,0.0114,0.2843,0.063,0.2172
0.9175,0.0122,0,0.0238,0.0271,0.1666,0.1112,0.0019,0.011,0.2839,0.0629,0.2169
0.9177,0.0123,0,0.0239,0.027,0.1675,0.1113,0.0018,0.0112,0.283,0.0629,0.2168
0.9156,0.012,0,0.0235,0.0269,0.1676,0.111,0.0019,0.0106,0.2823,0.0629,0.2169
0.9163,0.0125,0,0.0239,0.027,0.1683,0.1109,0.0018,0.011,0.2816,0.0628,0.2165
0.9161,0.0122,0,0.0237,0.0269,0.1688,0.111,0.002,0.0113,0.2811,0.0627,0.2164
0.9159,0.0114,0,0.0238,0.027,0.1688,0.1108,0.0028,0.0116,0.2803,0.0629,0.2165
0.9157,0.0121,0,0.0236,0.027,0.1685,0.111,0.0028,0.0113,0.28,0.0629,0.2165
0.9158,0.0118,0,0.0236,0.027,0.1689,0.1108,0.0033,0.0111,0.2796,0.063,0.2167
0.9131,0.0119,0,0.0238,0.0268,0.1685,0.1109,0.0024,0.0105,0.2792,0.063,0.2161
0.9152,0.012,0,0.0239,0.0271,0.1688,0.1109,0.0032,0.0111,0.2788,0.0628,0.2166
0.9136,0.0117,0,0.0239,0.027,0.1691,0.1108,0.0033,0.0105,0.2782,0.0631,0.216
0.9154,0.0125,0,0.0237,0.0268,0.1703,0.1109,0.0028,0.0113,0.2779,0.0629,0.2163
0.9144,0.0122,0,0.0236,0.0269,0.1697,0.1109,0.0028,0.0116,0.2772,0.063,0.2165
0.9141,0.0121,0,0.0235,0.027,0.17,0.1111,0.0029,0.0108,0.2771,0.063,0.2166
0.915,0.0115,0,0.0235,0.0271,0.1703,0.1111,0.0032,0.0112,0.2769,0.0632,0.217
1.1399,0.0136,0,0.0236,0.027,0.1705,0.1113,0.006,0.0109,0.2757,0.285,0.2163
1.3496,0.0146,0,0.0236,0.0271,0.1696,0.1113,0.0078,0.0107,0.2746,0.4938,0.2165
1.3245,0.0145,0,0.0232,0.0269,0.1711,0.1113,0.0083,0.0114,0.2745,0.4665,0.2168
1.3175,0.0147,0,0.0238,0.0271,0.1716,0.1113,0.0077,0.0114,0.2744,0.4586,0.2169
1.3129,0.0146,0,0.0236,0.0269,0.1714,0.1112,0.0077,0.0112,0.2741,0.4548,0.2174
1.3085,0.0145,0,0.0236,0.0269,0.171,0.1113,0.0075,0.0105,0.2738,0.4522,0.2172
1.3089,0.0147,0,0.0233,0.027,0.1708,0.1116,0.0085,0.0112,0.2738,0.451,0.217
1.3636,0.0148,0,0.0235,0.027,0.2279,0.1112,0.0092,0.0107,0.2736,0.4491,0.2166
1.5547,0.0147,0,0.0236,0.0271,0.4194,0.1111,0.0085,0.0116,0.2734,0.4484,0.2169
1.5151,0.0144,0,0.0237,0.0269,0.3845,0.1112,0.0076,0.0105,0.2731,0.4467,0.2165
1.5116,0.0147,0,0.0237,0.027,0.3818,0.111,0.0077,0.0106,0.2732,0.4454,0.2165
1.446,0.0148,0,0.0232,0.0268,0.3169,0.1113,0.0082,0.0112,0.273,0.444,0.2166
1.4299,0.0145,0,0.0231,0.027,0.3016,0.1113,0.0081,0.0113,0.2727,0.4432,0.2171
1.5688,0.015,0,0.023,0.0271,0.2909,0.111,0.0085,0.011,0.2723,0.4429,0.3671
1.8211,0.0149,0,0.0232,0.0272,0.1878,0.1115,0.0094,0.0119,0.2717,0.4419,0.7216
1.561,0.015,0,0.0235,0.0271,0.172,0.1113,0.0091,0.0109,0.2565,0.4406,0.495
1.2184,0.0148,0,0.0236,0.0271,0.1697,0.1113,0.008,0.0115,0.1956,0.4396,0.2172
1.2159,0.0148,0,0.0235,0.0271,0.1682,0.1113,0.0074,0.0118,0.1957,0.4385,0.2176
1.2126,0.0149,0,0.0234,0.0271,0.166,0.1114,0.0074,0.0114,0.1957,0.4374,0.2179
1.2117,0.015,0,0.0235,0.027,0.1645,0.1113,0.0075,0.0123,0.1958,0.4369,0.2179
1.2081,0.0149,0,0.0237,0.027,0.1626,0.1116,0.0083,0.0111,0.1957,0.4357,0.2175
0.9761,0.0132,0,0.0237,0.027,0.163,0.1113,0.0043,0.011,0.1964,0.2089,0.2173
0.8285,0.0126,0,0.024,0.027,0.1629,0.1111,0.0029,0.0111,0.1969,0.0629,0.2171
0.8281,0.0119,0,0.0238,0.0271,0.1638,0.111,0.002,0.0115,0.1969,0.0628,0.2173
0.8299,0.0117,0,0.024,0.027,0.1651,0.1109,0.0034,0.0111,0.1968,0.0628,0.2171
0.8322,0.012,0,0.0238,0.0271,0.1672,0.1111,0.0027,0.0117,0.1969,0.0629,0.2168
0.8332,0.0128,0,0.0236,0.0272,0.1676,0.1113,0.0027,0.0113,0.1968,0.0628,0.2171
0.8333,0.0126,0,0.0239,0.0271,0.1673,0.1113,0.0035,0.0108,0.1969,0.0628,0.2171
0.8328,0.012,0,0.024,0.0272,0.1665,0.1114,0.0033,0.0115,0.1969,0.0628,0.2172
0.8332,0.0122,0,0.0238,0.0272,0.1669,0.1111,0.0034,0.0116,0.1969,0.0631,0.217
0.842,0.0127,0,0.0239,0.0269,0.1745,0.1111,0.005,0.0115,0.1969,0.0627,0.2168
0.882,0.0123,0,0.0236,0.0271,0.2159,0.111,0.0039,0.0119,0.1968,0.0627,0.2168
0.9503,0.0124,0,0.0232,0.0269,0.2858,0.1113,0.0026,0.0114,0.1967,0.0626,0.2174
0.954,0.0119,0,0.0234,0.0271,0.2892,0.1111,0.0025,0.0122,0.1968,0.0628,0.217
0.9588,0.0119,0,0.0236,0.027,0.2928,0.1115,0.0034,0.0115,0.1968,0.0629,0.2174
0.9591,0.0123,0,0.0234,0.0271,0.2947,0.111,0.0022,0.0118,0.1969,0.0626,0.2171
0.9637,0.0122,0,0.0235,0.0272,0.2991,0.1109,0.002,0.0119,0.1968,0.063,0.2171
0.965,0.0127,0,0.0234,0.0271,0.2978,0.1113,0.004,0.0118,0.1969,0.0629,0.2171
0.9633,0.0118,0,0.0234,0.027,0.2996,0.1111,0.0025,0.0108,0.197,0.0628,0.2173
0.9617,0.0115,0,0.0233,0.0271,0.298,0.1113,0.0023,0.0113,0.1969,0.0631,0.2169
0.9639,0.0122,0,0.0234,0.027,0.2989,0.1113,0.0028,0.0114,0.1969,0.0628,0.2172
0.9607,0.0119,0,0.0231,0.027,0.2966,0.1115,0.0031,0.0102,0.1971,0.0627,0.2175
0.9622,0.0115,0,0.0233,0.027,0.2978,0.1112,0.0034,0.0115,0.1967,0.0626,0.2172
0.9629,0.0119,0,0.0231,0.027,0.2979,0.1116,0.0032,0.0113,0.1969,0.0629,0.2171
0.9618,0.0122,0,0.0236,0.0271,0.2966,0.1114,0.0029,0.0111,0.197,0.0629,0.217
0.9577,0.012,0,0.0234,0.0272,0.2941,0.1115,0.0014,0.0114,0.1969,0.0629,0.2169
0.9581,0.012,0,0.0231,0.027,0.2942,0.1114,0.0029,0.0113,0.1969,0.063,0.2163
0.9572,0.012,0,0.0234,0.0271,0.2936,0.111,0.0025,0.0115,0.1968,0.0629,0.2164
0.9602,0.0121,0,0.0235,0.0271,0.2956,0.1113,0.0032,0.0111,0.1968,0.0628,0.2167
1.0917,0.0123,0,0.0233,0.0271,0.2958,0.1116,0.0029,0.0116,0.1967,0.0628,0.3476
1.4642,0.0125,0,0.0232,0.0271,0.2941,0.1114,0.0043,0.0097,0.1963,0.0628,0.7228
1.2756,0.0123,0,0.0233,0.0271,0.2951,0.1115,0.0047,0.0122,0.1966,0.0626,0.5302
0.9627,0.0121,0,0.0236,0.0271,0.2972,0.1114,0.0035,0.0114,0.197,0.0629,0.2165
0.9637,0.0124,0,0.0233,0.0272,0.298,0.1114,0.0026,0.012,0.1969,0.063,0.2169
0.9617,0.0116,0,0.0236,0.0272,0.2968,0.1113,0.0029,0.0114,0.1969,0.0629,0.2171
0.9622,0.0125,0,0.0234,0.0271,0.2968,0.1116,0.0034,0.011,0.1967,0.063,0.2167
0.9623,0.0117,0,0.0231,0.0268,0.2989,0.111,0.004,0.0113,0.1966,0.0625,0.2164
0.9601,0.0119,0,0.0231,0.0269,0.2978,0.1105,0.0036,0.0109,0.1967,0.0627,0.216
0.9589,0.0116,0,0.0234,0.0269,0.2979,0.1105,0.0022,0.0111,0.1965,0.0625,0.2163
0.9603,0.0118,0,0.0234,0.0268,0.2981,0.1105,0.0025,0.0117,0.1967,0.0625,0.2163
0.9583,0.0121,0,0.0231,0.027,0.2971,0.1103,0.0034,0.0102,0.1965,0.0623,0.2163
0.9599,0.012,0,0.0231,0.0269,0.2975,0.1108,0.0023,0.0115,0.1967,0.0626,0.2165
0.9592,0.0119,0,0.0233,0.0268,0.2969,0.1109,0.0021,0.0115,0.1964,0.0626,0.2168
0.96,0.0124,0,0.0231,0.0268,0.2973,0.1107,0.0023,0.0119,0.1966,0.0625,0.2164
0.9595,0.0116,0,0.023,0.027,0.2976,0.1109,0.0037,0.0105,0.1965,0.0626,0.2161
0.9592,0.0118,0,0.0236,0.0269,0.2973,0.1103,0.0021,0.0118,0.1963,0.0625,0.2166
0.9586,0.0117,0,0.0233,0.027,0.2961,0.1107,0.0027,0.0118,0.1967,0.0625,0.2161
0.958,0.0121,0,0.0233,0.027,0.2958,0.1107,0.0024,0.0113,0.1964,0.0625,0.2165
0.9584,0.0118,0,0.0235,0.0269,0.2953,0.111,0.0033,0.0112,0.1965,0.0626,0.2163
0.9582,0.0118,0,0.0234,0.0271,0.2948,0.1109,0.0036,0.0119,0.1964,0.0626,0.2157
0.9567,0.0127,0,0.0231,0.0268,0.2947,0.1108,0.0022,0.0111,0.1965,0.0626,0.2162
1.0237,0.0111,0,0.0231,0.0269,0.2966,0.1104,0.0019,0.0116,0.263,0.0625,0.2166
1.0636,0.0112,0,0.0231,0.0269,0.2975,0.1104,0.002,0.0111,0.3029,0.0626,0.2159
1.0477,0.0115,0,0.0232,0.0268,0.2977,0.1103,0.0022,0.0107,0.2867,0.0626,0.216
1.0499,0.0122,0,0.0231,0.0268,0.3005,0.1107,0.0027,0.011,0.2847,0.0626,0.2156
1.0521,0.012,0,0.0232,0.0268,0.3039,0.1106,0.0017,0.0112,0.2843,0.0625,0.2159
1.0521,0.0114,0,0.0231,0.0268,0.3029,0.1106,0.0033,0.0113,0.2843,0.0626,0.2158
1.0284,0.0119,0,0.0233,0.0267,0.2802,0.1106,0.002,0.011,0.2843,0.0627,0.2157
0.9372,0.0116,0,0.0235,0.0271,0.1878,0.1108,0.0029,0.0114,0.2841,0.0624,0.2156
0.9232,0.0118,0,0.0238,0.0269,0.1729,0.1108,0.0029,0.0117,0.2835,0.0628,0.2161
0.9195,0.0118,0,0.0239,0.027,0.1713,0.1108,0.0021,0.0117,0.2826,0.0625,0.2158
1.2334,0.0139,0,0.0233,0.027,0.1694,0.1109,0.0046,0.0114,0.2807,0.3757,0.2165
1.3425,0.0147,0,0.0235,0.0269,0.1681,0.1109,0.0077,0.0119,0.2801,0.4818,0.2169
1.3225,0.0148,0,0.0233,0.0269,0.1677,0.1111,0.0074,0.0113,0.2793,0.4641,0.2166
1.3144,0.0144,0,0.0234,0.027,0.1669,0.111,0.0078,0.0107,0.2788,0.4576,0.2168
1.3098,0.0146,0,0.0234,0.0269,0.1662,0.111,0.0078,0.0102,0.2784,0.4542,0.2171
1.5195,0.0146,0,0.0233,0.0269,0.1656,0.111,0.0074,0.0105,0.2777,0.4514,0.4311
1.8101,0.0149,0,0.0233,0.027,0.1667,0.1114,0.0091,0.0106,0.2768,0.4502,0.7201
1.5232,0.0147,0,0.0234,0.027,0.1676,0.1114,0.0083,0.0118,0.2768,0.4484,0.4338
1.3063,0.0147,0,0.0237,0.0269,0.168,0.1114,0.0093,0.0113,0.2769,0.4476,0.2165
1.3044,0.0146,0,0.0234,0.0269,0.169,0.1112,0.0095,0.0106,0.2764,0.4462,0.2166
1.3049,0.0145,0,0.0236,0.0268,0.1693,0.1113,0.0095,0.0121,0.2759,0.4455,0.2164
1.3027,0.0149,0,0.0236,0.0271,0.1699,0.1115,0.0081,0.0109,0.2756,0.4444,0.2167
1.3016,0.0144,0,0.0232,0.0267,0.1703,0.1113,0.0088,0.0113,0.2757,0.4432,0.2167
1.3016,0.0148,0,0.0234,0.0269,0.1708,0.1115,0.0083,0.0115,0.2752,0.4422,0.217
1.2996,0.0146,0,0.0235,0.0271,0.1703,0.1113,0.0085,0.0113,0.2751,0.4411,0.2168
1.2986,0.0146,0,0.0236,0.0271,0.1702,0.1114,0.0088,0.0109,0.2747,0.4401,0.2172
1.2986,0.0146,0,0.0235,0.0271,0.171,0.1116,0.0088,0.0112,0.2747,0.4393,0.2168
1.2953,0.0146,0,0.0238,0.027,0.1709,0.1114,0.0076,0.0106,0.2743,0.438,0.2171
1.2967,0.0147,0,0.0237,0.027,0.1717,0.1118,0.0076,0.0115,0.2741,0.4373,0.2173
1.2937,0.0145,0,0.0233,0.0272,0.1715,0.1117,0.0084,0.0104,0.2737,0.436,0.217
1.2923,0.0144,0,0.0237,0.0268,0.1709,0.1115,0.0074,0.0114,0.2735,0.4357,0.217
0.945,0.0122,0,0.024,0.0269,0.1732,0.1116,0.0022,0.0115,0.2754,0.0918,0.2162
0.916,0.0121,0,0.0238,0.027,0.1744,0.1115,0.0036,0.0108,0.2744,0.0629,0.2155
0.9104,0.0123,0,0.0239,0.0269,0.1739,0.1118,0.0013,0.0103,0.2742,0.0631,0.2127
0.9113,0.0123,0,0.0239,0.0268,0.1728,0.1114,0.0032,0.0108,0.2742,0.063,0.2129
0.9083,0.0116,0,0.0237,0.0271,0.1723,0.1113,0.0027,0.0105,0.2736,0.0628,0.2127
0.9088,0.0125,0,0.024,0.027,0.1712,0.1115,0.0023,0.0108,0.2738,0.0629,0.2128
0.9058,0.0123,0,0.0237,0.0271,0.1721,0.1118,0.0034,0.011,0.2684,0.063,0.213
0.9565,0.0123,0,0.0238,0.0271,0.2936,0.1118,0.003,0.0117,0.1969,0.0629,0.2134
1.0801,0.0119,0,0.0242,0.027,0.4172,0.1114,0.0045,0.0111,0.1968,0.0629,0.2131
1.0528,0.0121,0,0.024,0.0273,0.3897,0.1114,0.0036,0.0115,0.1967,0.063,0.2135
1.0283,0.0122,0,0.0237,0.0272,0.3651,0.1117,0.0029,0.0121,0.1968,0.0629,0.2137
0.9786,0.012,0,0.0234,0.0272,0.3166,0.1116,0.0033,0.0114,0.1969,0.0628,0.2134
0.964,0.0121,0,0.023,0.027,0.3037,0.1117,0.002,0.0114,0.1967,0.063,0.2134
0.932,0.0125,0,0.0238,0.0272,0.2704,0.1115,0.0017,0.0117,0.1968,0.063,0.2134
0.8471,0.0113,0,0.0239,0.0273,0.1847,0.1115,0.0034,0.0118,0.1968,0.0631,0.2133
0.8343,0.0125,0,0.0239,0.027,0.1731,0.1114,0.0032,0.0111,0.1967,0.0628,0.2126
0.8345,0.0123,0,0.0241,0.027,0.1709,0.1115,0.0038,0.0118,0.197,0.0629,0.2132
0.8302,0.0118,0,0.0238,0.0271,0.1685,0.1118,0.0029,0.0107,0.197,0.063,0.2136
0.8288,0.0118,0,0.0239,0.0272,0.1669,0.1118,0.003,0.0115,0.1969,0.0628,0.213
0.8262,0.0119,0,0.0235,0.0271,0.1661,0.1117,0.002,0.0106,0.1967,0.063,0.2136
0.8267,0.0124,0,0.024,0.0269,0.1657,0.1114,0.0025,0.0115,0.1965,0.0627,0.2131
1.1385,0.0126,0,0.024,0.0272,0.1651,0.1114,0.0032,0.0103,0.1964,0.0626,0.5257
1.3319,0.0128,0,0.0239,0.0273,0.1651,0.1115,0.0033,0.0107,0.1963,0.0625,0.7185
0.9362,0.0123,0,0.0239,0.0272,0.1656,0.1116,0.003,0.0111,0.1968,0.0628,0.3219
0.8289,0.0125,0,0.0238,0.0271,0.1664,0.1116,0.0031,0.011,0.1971,0.0631,0.2132
0.8295,0.0121,0,0.0238,0.027,0.1674,0.1116,0.0026,0.0122,0.197,0.0627,0.2131
0.829,0.012,0,0.0237,0.0271,0.168,0.1115,0.0022,0.0119,0.1968,0.0629,0.2129
0.8291,0.0119,0,0.024,0.0272,0.1678,0.1117,0.0031,0.0112,0.1968,0.0628,0.2126
0.829,0.0123,0,0.0238,0.027,0.168,0.1116,0.0028,0.0112,0.1965,0.0629,0.2129
0.829,0.0124,0,0.0238,0.027,0.1685,0.1117,0.0022,0.0108,0.1967,0.0627,0.2132
0.8308,0.0124,0,0.0242,0.0272,0.1682,0.1115,0.0027,0.0118,0.1967,0.0631,0.213
0.8305,0.0119,0,0.0241,0.0272,0.1683,0.1118,0.0026,0.0119,0.1969,0.0629,0.2129
0.828,0.0121,0,0.0236,0.0272,0.168,0.1116,0.0024,0.0108,0.1968,0.0627,0.2128
0.8367,0.0126,0,0.0236,0.027,0.1765,0.1114,0.002,0.0115,0.1969,0.0628,0.2124
0.9356,0.0123,0,0.0237,0.027,0.2739,0.1115,0.0034,0.0116,0.1968,0.0626,0.2128
0.9465,0.0113,0,0.0234,0.027,0.2851,0.1116,0.0036,0.0118,0.1967,0.0629,0.2131
0.9495,0.0122,0,0.0236,0.027,0.2875,0.1116,0.0036,0.0114,0.1968,0.0628,0.213
0.9498,0.0119,0,0.0235,0.0271,0.2897,0.1115,0.0025,0.0115,0.1968,0.0629,0.2124
0.9529,0.0122,0,0.0234,0.0272,0.2913,0.1116,0.0028,0.0121,0.1968,0.0631,0.2124
0.955,0.0117,0,0.0235,0.0271,0.2932,0.1115,0.0038,0.0119,0.1968,0.0629,0.2126
0.9576,0.0125,0,0.0235,0.027,0.2972,0.1114,0.0022,0.0115,0.1967,0.0629,0.2127
0.9562,0.0121,0,0.0236,0.0271,0.2951,0.1117,0.0026,0.0118,0.1969,0.0629,0.2124
0.9573,0.0124,0,0.0236,0.0274,0.2948,0.1118,0.0029,0.0119,0.1966,0.063,0.2129
0.9571,0.0123,0,0.0236,0.0273,0.2951,0.1118,0.0025,0.0121,0.1967,0.0627,0.213
0.9575,0.0128,0,0.0234,0.0271,0.296,0.1112,0.0023,0.0117,0.1968,0.0629,0.2133
0.9567,0.0123,0,0.0233,0.0272,0.2943,0.1121,0.0036,0.0117,0.1968,0.0626,0.2128
0.9543,0.0114,0,0.0232,0.0271,0.2937,0.1119,0.0034,0.0108,0.1967,0.0627,0.2134
0.8516,0.0119,0,0.0238,0.0271,0.1903,0.1114,0.0033,0.0112,0.1966,0.0626,0.2134
0.6963,0.0122,0,0.0243,0.0272,0.0337,0.1113,0.0036,0.0109,0.1968,0.0628,0.2135
0.6946,0.0125,0,0.0242,0.027,0.0325,0.112,0.0025,0.0115,0.1967,0.0629,0.2128
0.7671,0.012,0,0.0241,0.027,0.106,0.1116,0.0021,0.0118,0.1969,0.0628,0.2128
1.2276,0.0116,0,0.024,0.027,0.5664,0.1117,0.0027,0.0114,0.1967,0.0631,0.213
1.2565,0.0119,0,0.0241,0.0271,0.5958,0.1115,0.0027,0.0109,0.1965,0.0629,0.2131
1.2489,0.0123,0,0.0241,0.0271,0.5883,0.1117,0.0012,0.0118,0.1965,0.0629,0.213
1.1802,0.0121,0,0.0242,0.0271,0.5199,0.1116,0.0028,0.0109,0.1965,0.0627,0.2124
1.1293,0.0119,0,0.0239,0.0268,0.4672,0.1113,0.0042,0.0117,0.1967,0.0628,0.2128
1.0817,0.0122,0,0.024,0.027,0.4218,0.1115,0.0018,0.011,0.1966,0.0628,0.213
1.0516,0.0123,0,0.024,0.0271,0.3907,0.1112,0.0025,0.0117,0.1966,0.0627,0.2128
1.4804,0.0129,0,0.0235,0.0271,0.367,0.1116,0.0031,0.0111,0.1961,0.0624,0.6656
1.4198,0.0126,0,0.0231,0.027,0.3132,0.1112,0.005,0.0107,0.1962,0.0626,0.6582
1.1019,0.0131,0,0.0236,0.027,0.2987,0.1115,0.005,0.0106,0.1965,0.2034,0.2125
1.3727,0.0151,0,0.0232,0.0271,0.2645,0.1118,0.0094,0.0117,0.1952,0.5021,0.2126
1.3574,0.0145,0,0.0236,0.0272,0.1787,0.1115,0.0075,0.0114,0.3013,0.4688,0.2129
1.3296,0.0145,0,0.0233,0.027,0.1681,0.1119,0.0076,0.0109,0.2938,0.4599,0.2126
1.3148,0.0146,0,0.0234,0.027,0.1662,0.1114,0.0086,0.0116,0.2844,0.4553,0.2123
1.309,0.0145,0,0.0234,0.0269,0.166,0.1116,0.0077,0.0104,0.2835,0.4525,0.2125
1.308,0.0147,0,0.0235,0.0269,0.165,0.1115,0.0076,0.0122,0.2831,0.4508,0.2127
1.3044,0.0147,0,0.0235,0.0269,0.1643,0.1117,0.0077,0.0109,0.2833,0.449,0.2124
1.3027,0.0144,0,0.0236,0.0269,0.1638,0.1115,0.0072,0.0112,0.2832,0.4482,0.2127
1.3015,0.0146,0,0.0236,0.0269,0.1639,0.1116,0.0082,0.0102,0.2828,0.4471,0.2126
1.2993,0.0146,0,0.0236,0.0268,0.1641,0.1116,0.0074,0.0113,0.2823,0.4454,0.2122
1.2988,0.0143,0,0.0236,0.0269,0.1639,0.1118,0.0079,0.0115,0.2816,0.4447,0.2126
1.2977,0.0149,0,0.0231,0.0269,0.1647,0.1118,0.0078,0.0118,0.2809,0.4436,0.2122
1.2946,0.0146,0,0.0235,0.027,0.1652,0.1118,0.0074,0.0103,0.28,0.4421,0.2127
1.2953,0.0147,0,0.0237,0.0271,0.166,0.1116,0.0081,0.0114,0.2793,0.441,0.2124
1.2925,0.0145,0,0.0234,0.027,0.1662,0.1116,0.0077,0.011,0.2789,0.4398,0.2124
1.2913,0.0147,0,0.0235,0.0268,0.1662,0.1115,0.0079,0.0105,0.2784,0.4389,0.2129
1.2907,0.0148,0,0.0237,0.0269,0.1657,0.1113,0.0082,0.0116,0.2776,0.4378,0.2131
1.2895,0.0145,0,0.0237,0.0269,0.1659,0.1116,0.007,0.0119,0.2774,0.4373,0.2133
1.2892,0.0147,0,0.0238,0.0268,0.1671,0.1113,0.0073,0.0111,0.2772,0.4363,0.2136
1.282,0.0147,0,0.0235,0.0271,0.1682,0.1116,0.0075,0.0109,0.2767,0.4284,0.2134
1.1001,0.0135,0,0.0238,0.0271,0.1685,0.1116,0.0063,0.0113,0.2768,0.2488,0.2124
0.9079,0.0114,0,0.0238,0.027,0.1684,0.1112,0.0027,0.0114,0.277,0.0626,0.2124
0.9072,0.012,0,0.0238,0.0269,0.1691,0.111,0.0023,0.0099,0.2768,0.0627,0.2127
0.9103,0.0123,0,0.0239,0.027,0.1708,0.1112,0.0025,0.0108,0.2768,0.0629,0.2121
0.9091,0.0121,0,0.0238,0.0269,0.1702,0.1112,0.0027,0.0114,0.2761,0.0626,0.2121
0.9102,0.0123,0,0.0238,0.0267,0.1718,0.1109,0.0032,0.0106,0.2758,0.0628,0.2123
0.9082,0.0118,0,0.0239,0.027,0.1706,0.1108,0.003,0.0104,0.2758,0.0624,0.2125
0.9071,0.0124,0,0.0238,0.0267,0.1697,0.111,0.0031,0.0104,0.2754,0.0623,0.2123
0.9087,0.012,0,0.0238,0.0269,0.1702,0.1111,0.0036,0.0113,0.2752,0.0624,0.2122
0.9054,0.0115,0,0.0235,0.0268,0.1708,0.111,0.002,0.0105,0.2747,0.0625,0.2121
0.905,0.0113,0,0.0235,0.0267,0.1701,0.1107,0.0029,0.0111,0.2744,0.0623,0.212
1.3512,0.0126,0,0.0234,0.0268,0.1732,0.1106,0.0037,0.011,0.2736,0.062,0.6543
1.6233,0.0122,0,0.0234,0.0267,0.3992,0.1104,0.0027,0.0109,0.2733,0.0619,0.7026
