fecha,Consumo_T,cafetera_Pred,esmeril_Pred,licuadora_Pred,microondas_Pred
2024-08-16_08-05-32,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-34,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-36,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-39,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-41,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-43,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-45,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-47,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-49,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-52,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-54,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-56,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-05-58,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-00,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-03,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-05,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-07,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-09,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-11,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-14,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-16,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-18,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-20,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-22,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-25,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-27,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-29,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-31,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-34,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-36,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-38,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-40,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-42,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-44,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-47,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-49,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-51,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-53,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-56,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-06-58,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-00,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-02,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-04,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-07,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-09,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-11,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-13,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-15,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-18,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-20,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-22,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-24,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-26,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-29,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-31,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-33,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-35,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-37,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-40,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-42,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-44,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-46,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-48,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-51,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-53,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-55,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-57,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-07-59,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-02,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-04,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-06,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-08,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-10,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-13,5.877471754111439e-39,5.877471754111439e-39,0.0,0.0,0.0
2024-08-16_08-08-15,7.7884864807128915,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-08-17,7.783686637878418,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-08-19,7.794707298278809,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-08-21,7.781330585479736,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-08-24,7.7555198669433585,7.743970670929996,0.0,0.0,0.0
2024-08-16_08-08-26,7.733968257904053,7.726300515889986,0.0,0.0,0.0
2024-08-16_08-08-28,7.7217698097229,7.719913296490005,0.0,0.0,0.0
2024-08-16_08-08-30,7.730459690093994,7.726300515889986,0.0,0.0,0.0
2024-08-16_08-08-32,7.724590301513673,7.7233161972499875,0.0,0.0,0.0
2024-08-16_08-08-34,7.7261247634887695,7.724702505799987,0.0,0.0,0.0
2024-08-16_08-08-37,7.6949944496154785,7.693123087599998,0.0,0.0,0.0
2024-08-16_08-08-39,7.691179275512695,7.691045393659997,0.0,0.0,0.0
2024-08-16_08-08-41,7.688050270080566,7.688050270080566,0.0,0.0,0.0
2024-08-16_08-08-43,7.700791358947754,7.700791358947754,0.0,0.0,0.0
2024-08-16_08-08-45,7.691863059997559,7.691045393659997,0.0,0.0,0.0
2024-08-16_08-08-48,7.690542221069336,7.690542221069336,0.0,0.0,0.0
2024-08-16_08-08-50,7.668075561523437,7.668075561523437,0.0,0.0,0.0
2024-08-16_08-08-52,7.66651439666748,7.665593599889995,0.0,0.0,0.0
2024-08-16_08-08-54,6.228934288024902,5.142650560650742,0.6005507892162744,0.0,0.4857329381578859
2024-08-16_08-08-56,0.0709942579269409,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-08-59,0.0718673765659332,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-01,0.0709762722253799,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-03,0.0709271430969238,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-05,0.0710100755095481,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-07,0.0699068531394004,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-10,0.0704125091433525,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-12,0.0703542381525039,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-14,0.0718355774879455,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-16,0.0705335289239883,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-18,0.0709510073065757,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-21,0.070542924106121,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-23,0.0704832524061203,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-25,0.0708497390151023,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-27,0.0708619281649589,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-29,0.0708574801683425,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-32,0.0704801753163337,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-34,0.0703852847218513,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-36,0.0703236013650894,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-38,0.0708139240741729,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-40,0.070408284664154,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-43,0.0713521242141723,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-45,0.0705164670944213,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-47,0.0703481659293174,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-49,0.0713242143392562,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-51,0.0698410794138908,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-54,0.0694534033536911,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-56,0.0713157877326011,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-09-58,0.0714989528059959,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-00,0.0709053352475166,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-02,0.0700601935386657,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-05,0.0709524005651474,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-07,0.0705370530486106,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-09,0.0709032416343689,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-11,0.0714494287967681,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-13,0.0703874304890632,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-16,0.0713314488530159,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-18,0.0704507082700729,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-20,0.0709453299641609,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-22,0.0710123032331466,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-24,0.0704557672142982,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-27,0.0708314478397369,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-29,0.0704351291060447,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-31,0.0703705549240112,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-33,0.0709714069962501,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-35,0.0709199532866478,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-38,0.0703518465161323,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-40,0.0715191736817359,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-42,0.0709393545985221,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-44,0.0713187456130981,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-46,0.0703886896371841,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-49,0.0704818740487098,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-51,0.0704172030091285,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-53,0.0704355686902999,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-55,0.0709139257669448,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-10-57,0.070496492087841,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-00,0.0709803625941276,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-02,0.0713197588920593,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-04,0.0704770013689994,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-06,0.0713243409991264,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-08,0.0708294883370399,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-11,0.0709622651338577,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-13,0.0714759454131126,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-15,0.070361278951168,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-17,0.0709520950913429,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-19,0.0694620460271835,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-22,0.0693525299429893,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-24,0.0705479606986045,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-26,0.0709481164813041,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-28,0.0708601176738739,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-30,0.0693820714950561,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-33,0.0715208351612091,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-35,0.070805013179779,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-37,0.0700365677475929,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-39,0.0704275891184806,0.06355913089000004,0.0,0.0,0.0
2024-08-16_08-11-41,0.0714346244931221,0.06355913089000004,0.0,0.0,0.0
